iter	RMSE
172	0.04365863659
173	0.04357501644
174	0.04345641822
175	0.0428455673
176	0.04265952382
177	0.04260760129
178	0.04251808574
179	0.04240656354
180	0.04224063019
181	0.04213629863
182	0.04201471726
183	0.0419184518
184	0.04178981668
185	0.04171532395
186	0.04163234269
187	0.04150932432
188	0.04133591091
189	0.04127206986
190	0.04111705145
191	0.0409593199
192	0.04081741447
193	0.04075389568
194	0.04064115089
195	0.04055513875
196	0.04049368092
197	0.04034792836
198	0.04019319804
199	0.04002718865
200	0.03988510209
201	0.03983492875
202	0.03977017969
203	0.03969462118
204	0.03961545077
205	0.03953929033
206	0.0394268062
207	0.03932246752
208	0.0391713792
209	0.03907057589
210	0.03897783167
211	0.03889343616
212	0.03876252703
213	0.03871051431
214	0.03853053958
215	0.03848879131
216	0.03839868401
217	0.03827705168
218	0.03819928788
219	0.03807641503
220	0.03791724574
221	0.03779344553
222	0.03767499736
223	0.03763576087
224	0.03755444484
225	0.03745604041
226	0.03739982706
227	0.03732573316
228	0.03718302185
229	0.03715152556
230	0.03707155891
231	0.03695919366
232	0.03685465101
233	0.03675720845
234	0.03663833207
235	0.03651188579
236	0.03637563647
237	0.03630585216
238	0.03623307339
239	0.03610239929
240	0.0359657668
241	0.03586279289
242	0.03578627038
243	0.03536809536
244	0.03526039084
245	0.03510735442
246	0.03502314909
247	0.03499660054
248	0.03482883612
249	0.03473140292
250	0.0346799195
251	0.03454469191
252	0.03450729175
253	0.03438440028
254	0.03413444792
255	0.03404633888
256	0.03401666199
257	0.03391305417
258	0.03384164856
259	0.03380392937
260	0.03371871864
261	0.03364413306
262	0.03360170836
263	0.03351324012
264	0.03340969885
265	0.03334744686
266	0.0332562937
267	0.03312618595
268	0.03304650887
269	0.03297345948
270	0.03286821977
271	0.03272248249
272	0.03266317159
273	0.03257582987
274	0.03242095042
275	0.03235595298
276	0.03225099937
277	0.03216892465
278	0.03212043259
279	0.03206164802
280	0.03201111378
281	0.03192264818
282	0.03183298029
283	0.0316952856
284	0.0315939455
285	0.03153160135
286	0.03151507112
287	0.03138322672
288	0.03132693468
289	0.03123906878
290	0.03119155854
291	0.03114009928
292	0.03107411988
293	0.0309946117
294	0.03094645285
295	0.03077271403
296	0.03072094734
297	0.03065063038
298	0.03061465638
299	0.0305465049
300	0.03048241899
301	0.03041053799
302	0.03036022682
303	0.03031570972
304	0.03017682069
305	0.0301200917
306	0.03008705139
307	0.03000550209
308	0.02991455923
309	0.02983916528
310	0.02978222722
311	0.02971608983
312	0.02961173925
313	0.02957819001
314	0.02950193984
315	0.0294368021
316	0.02934241928
317	0.02925498798
318	0.02915463786
319	0.02909811782
320	0.02907576773
321	0.02904319494
322	0.02896352133
323	0.02895103806
324	0.02891779463
325	0.0288534547
326	0.0287949208
327	0.02873688286
328	0.02870863695
329	0.02861253631
330	0.02856334881
331	0.02846893327
332	0.02843245193
333	0.02838150154
334	0.02833469466
335	0.02827740319
336	0.02807290764
337	0.02805169183
338	0.02798770753
339	0.02791785528
340	0.02784529903
341	0.02781039503
342	0.02774391325
343	0.02768973075
344	0.02765379258
345	0.02761919747
346	0.0275729817
347	0.027529224
348	0.0274473525
349	0.02735778265
350	0.0273203857
351	0.02723544263
352	0.02720812401
353	0.02713145019
354	0.02707061164
355	0.02702741082
356	0.02698631275
357	0.02690476986
358	0.02685909681
359	0.02681315631
360	0.02674237551
361	0.02668238068
362	0.02662606723
363	0.02659416962
364	0.02656850169
365	0.02653719113
366	0.02650797193
367	0.02647868587
368	0.02641280952
369	0.02615965382
370	0.02611000736
371	0.02607427477
372	0.02601485273
373	0.02600268211
374	0.02594634761
375	0.02589530213
376	0.02588641683
377	0.0258370438
378	0.02579333004
379	0.02574263992
380	0.02566930931
381	0.02560514235
382	0.0255604971
383	0.02551286604
384	0.02547724166
385	0.02543693551
386	0.02541523534
387	0.0253163092
388	0.02527866022
389	0.02522399157
390	0.02518668996
391	0.02511340768
392	0.02506639226
393	0.02504265609
394	0.02499947813
395	0.02498225946
396	0.0249300406
397	0.02488507902
398	0.02481202456
399	0.02475404498
400	0.02468858842
401	0.02463124784
402	0.02458057065
403	0.02454854382
404	0.02453230151
405	0.02451666524
406	0.02449571568
407	0.02444905766
408	0.02443093214
409	0.02440602113
410	0.02437472403
411	0.02431932687
412	0.0242666402
413	0.02425256718
414	0.02411648923
415	0.02408195879
416	0.02404016645
417	0.02400917258
418	0.02399520896
419	0.02394964262
420	0.0238557647
421	0.0238209979
422	0.02381495326
423	0.02379802712
424	0.02376111087
425	0.02373275739
426	0.02368346354
427	0.02364418331
428	0.02361213845
429	0.02353604096
430	0.02349936141
431	0.02343493241
432	0.0234003692
433	0.02336057746
434	0.02332560532
435	0.02324738792
436	0.02320783009
437	0.02316384721
438	0.02311361257
439	0.02297214958
440	0.02295277756
441	0.02291421759
442	0.02284558616
443	0.02280279318
444	0.02277006741
445	0.02274694821
446	0.02265690356
447	0.02264214039
448	0.02259306222
449	0.0225644059
450	0.02254548059
451	0.02248107897
452	0.02245570571
453	0.02240041603
454	0.02237597314
455	0.02234636546
456	0.02231207702
457	0.02228578521
458	0.0222676858
459	0.02222701977
460	0.02217547493
461	0.02215916715
462	0.02211977596
463	0.02208644833
464	0.02206979542
465	0.02204172327
466	0.02200015113
467	0.02196419406
468	0.02192429517
469	0.02188152351
470	0.02186068911
471	0.02183831269
472	0.02176861317
473	0.02174797894
474	0.02170807365
475	0.02169036169
476	0.02162362736
477	0.02158429547
478	0.02155700317
479	0.02151635213
480	0.02150226397
481	0.0214581032
482	0.02143566981
483	0.02140361343
484	0.02138426776
485	0.02134846238
486	0.02132870917
487	0.02130660872
488	0.02127762483
489	0.02118682968
490	0.02112424447
491	0.02106006824
492	0.0209209246
493	0.02088914985
494	0.02087023688
495	0.02085374633
496	0.02074868916
497	0.02069218178
498	0.02067362365
499	0.02062111781
500	0.02059580351
501	0.02057242038
502	0.02053441795
503	0.02051977126
504	0.02045907476
505	0.02044271257
506	0.02039867318
507	0.02037008484
508	0.02033817502
509	0.02030397833
510	0.02028429906
511	0.02025846583
512	0.02024492468
513	0.02022901464
514	0.02020371831
515	0.02015859351
516	0.0201198232
517	0.020089887
518	0.02007644724
519	0.02003534453
520	0.02001607416
521	0.0199889252
522	0.01992137071
523	0.01984631011
524	0.01981707897
525	0.01977234446
526	0.0197501439
527	0.01967155851
528	0.0195850584
529	0.01957412826
530	0.01952229222
531	0.01951681823
532	0.01949001369
533	0.01946584572
534	0.01944010114
535	0.01940576829
536	0.0193181532
537	0.01928805084
538	0.01926716238
539	0.01924889181
540	0.01922625559
541	0.01918893385
542	0.01915565586
543	0.01914532232
544	0.01910008145
545	0.0190663363
546	0.01903771449
547	0.01901611392
548	0.01897950756
549	0.0189437926
550	0.01891325618
551	0.01887533307
552	0.01884409543
553	0.01879001817
554	0.01876935669
555	0.01875594541
556	0.01872937124
557	0.01871344243
558	0.01867836464
559	0.01866128282
560	0.01864715833
561	0.01863941972
562	0.01860308452
563	0.01858528995
564	0.01856036843
565	0.01854832289
566	0.01853009852
567	0.01849870188
568	0.01846883752
569	0.01845232351
570	0.0184043934
571	0.01837122258
572	0.01834234158
573	0.01833438882
574	0.01831496395
575	0.01829659224
576	0.01828187466
577	0.01826338884
578	0.01823695399
579	0.01821661409
580	0.01818253072
581	0.0181639672
582	0.01815261203
583	0.01811520155
584	0.01806208764
585	0.01803525653
586	0.01788924273
587	0.0178561823
588	0.01785221161
589	0.0178342432
590	0.01781205598
591	0.01777293508
592	0.0177439297
593	0.01768500996
594	0.0176480568
595	0.01762033704
596	0.01761068712
597	0.01757991396
598	0.0175667283
599	0.0175193314
600	0.01750169348
601	0.01748104494
602	0.01745306492
603	0.01741103416
604	0.01738259598
605	0.01735565037
606	0.01733041583
607	0.01732124772
608	0.01729645418
609	0.01727549918
610	0.01721630994
611	0.01719141659
612	0.01716652725
613	0.0171414701
614	0.01712293854
615	0.01709697716
616	0.01706465402
617	0.01703398144
618	0.01701912283
619	0.01698105744
620	0.01696233514
621	0.0169036426
622	0.01688005094
623	0.01686020764
624	0.01682765067
625	0.01681869134
626	0.01680376025
627	0.01679770424
628	0.01678465698
629	0.01676345973
630	0.0167503582
631	0.01673268852
632	0.0167014362
633	0.01669336677
634	0.01667332772
635	0.01665411396
636	0.01663548017
637	0.01662338696
638	0.01660631115
639	0.01659266333
640	0.0165691603
641	0.01655656
642	0.01654777649
643	0.01652950185
644	0.01651048371
645	0.01650560655
646	0.01647923793
647	0.01644563454
648	0.0164350125
649	0.01641087113
650	0.01640008857
651	0.01637137671
652	0.01636532129
653	0.01634779839
654	0.01634211028
655	0.01633421252
656	0.01631391577
657	0.01624584774
658	0.01619487691
659	0.01617432546
660	0.01615063875
661	0.01614514514
662	0.01612241633
663	0.01611057528
664	0.01609714647
665	0.016085429
666	0.01606744042
667	0.01606459232
668	0.01604482117
669	0.0160377531
670	0.01600430743
671	0.0159667098
672	0.0159594186
673	0.01594959168
674	0.01592692071
675	0.01590346853
676	0.01589310927
677	0.01588671622
678	0.01587360331
679	0.01584490204
680	0.01581936832
681	0.01581139992
682	0.01579827523
683	0.01578257743
684	0.01576576659
685	0.01575131779
686	0.01573082025
687	0.01569832824
688	0.01569348782
689	0.01568272123
690	0.01566219999
691	0.0156448211
692	0.01560391616
693	0.01558651527
694	0.01558010872
695	0.01554736318
696	0.01553248309
697	0.01552097914
698	0.01550912672
699	0.01549044425
700	0.01547790999
701	0.01547062648
702	0.01545568517
703	0.01543706879
704	0.01541397531
705	0.01540575391
706	0.01538451997
707	0.01537041883
708	0.01536815876
709	0.01535549552
710	0.01534464814
711	0.01531157376
712	0.01529470106
713	0.01528260755
714	0.01526533736
715	0.01525075398
716	0.01523480069
717	0.01520790089
718	0.01518623625
719	0.01517739099
720	0.01516292692
721	0.01514608241
722	0.0151356277
723	0.01510599373
724	0.01505993909
725	0.01505565962
726	0.01504054602
727	0.01501080099
728	0.01499182719
729	0.01496371659
730	0.01495748545
731	0.0149435028
732	0.01493084827
733	0.01487824084
734	0.01485460827
735	0.01484562364
736	0.01482097909
737	0.01479150559
738	0.01477906805
739	0.01477397709
740	0.014757772
741	0.01474081054
742	0.01471473667
743	0.01470162618
744	0.01468519534
745	0.01465588935
746	0.01463816456
747	0.01459788213
748	0.0145797733
749	0.01455765272
750	0.01454540545
751	0.01453324976
752	0.01449478406
753	0.01444835123
754	0.01443319502
755	0.0144210932
756	0.01441124243
757	0.01440340869
758	0.01439395613
759	0.0143891813
760	0.01438424677
761	0.01437201002
762	0.01435843026
763	0.01434940944
764	0.01434151531
765	0.01431779905
766	0.01430736715
767	0.01427705261
768	0.01426414494
769	0.01424957084
770	0.01424258306
771	0.01423313898
772	0.01422135961
773	0.01421327007
774	0.01419115616
775	0.01415882743
776	0.0141505925
777	0.01414688372
778	0.01414085361
779	0.01411557888
780	0.01410089797
781	0.01409119417
782	0.01408302112
783	0.01406336743
784	0.01404160928
785	0.01403597423
786	0.01402730305
787	0.01402204804
788	0.01401516746
789	0.01398640265
790	0.01398040887
791	0.01393094126
792	0.01392052737
793	0.01390011217
794	0.01388179291
795	0.01384839213
796	0.01380417994
797	0.01379768787
798	0.01378607905
799	0.01374410442
800	0.01373663637
801	0.01371321952
802	0.01368157094
803	0.01366901664
804	0.01365854179
805	0.01364973814
806	0.01361872499
807	0.01359876653
808	0.01355419362
809	0.01354444285
810	0.01352014485
811	0.01348184596
812	0.01347065089
813	0.01345956009
814	0.01343216902
815	0.01341726504
816	0.01340396073
817	0.01339641124
818	0.01337326294
819	0.0133623192
820	0.01335371683
821	0.01334247986
822	0.01333427311
823	0.01333072252
824	0.01330967072
825	0.01330390425
826	0.01329946848
827	0.01329781649
828	0.01327416653
829	0.01325467557
830	0.01324241604
831	0.01323137558
832	0.0132191364
833	0.01321284209
834	0.01319062927
835	0.01317891117
836	0.01315685263
837	0.01314625194
838	0.01312547273
839	0.0131178071
840	0.01310362375
841	0.01307482977
842	0.01303565124
843	0.01302133006
844	0.01299729039
845	0.01296056765
846	0.01295005418
847	0.01292907094
848	0.01292085987
849	0.01290904605
850	0.01289397487
851	0.01288317106
852	0.01287346888
853	0.01285532169
854	0.01283774389
855	0.01283118967
856	0.01282649877
857	0.01281567225
858	0.01279548153
859	0.01278503359
860	0.01277157279
861	0.01274053475
862	0.01269410083
863	0.01268863558
864	0.01267775311
865	0.01267370307
866	0.01266667231
867	0.01263511019
868	0.01262214004
869	0.01261345947
870	0.01260242993
871	0.01259735057
872	0.01258990717
873	0.01257384915
874	0.0125596888
875	0.01255454028
876	0.01254642777
877	0.01253611107
878	0.01253147398
879	0.0125202183
880	0.01251040724
881	0.01250001484
882	0.01246121851
883	0.0124567169
884	0.01244188598
885	0.01242377692
886	0.01240427649
887	0.01239524335
888	0.01236541158
889	0.01233013125
890	0.01232033621
891	0.01230900822
892	0.01226826151
893	0.01224739436
894	0.01223439512
895	0.01221543153
896	0.01220394709
897	0.01218630523
898	0.01218143912
899	0.01216715212
